br;trecho;tipo;upvotes
230;1874.5;A;1
230;3957.0;C;1
230;884.0;E;1
230;2979.0;F;1
230;2920.5;B;1
230;2328.0;E;3
230;1578.5;B;1
230;1610.5;A;4
230;3017.5;A;2
230;1610.5;C;7
230;143.5;C;1
230;3836.5;F;1
230;2199.5;C;1
230;1755.5;B;1
230;2108.0;E;1
230;2548.0;A;1
230;4026.0;D;5
230;2058.5;C;1
230;4177.0;A;1
230;836.0;C;1
230;3683.5;B;1
230;3747.0;E;1
230;2139.5;F;2
230;3324.5;E;1
230;3218.5;B;1
230;288.5;F;1
230;1015.5;E;6
230;489.0;F;1
230;3000.0;C;1
230;2183.0;F;5
230;4064.5;A;1
230;319.5;A;1
230;2232.0;C;1
230;2047.5;C;1
230;1724.5;F;1
230;3085.0;B;1
230;2103.5;C;1
230;3772.0;F;3
230;4148.0;F;4
230;2649.5;E;1
230;3423.0;C;1
230;2791.5;A;1
230;1691.5;B;3
230;2954.5;C;1
230;3091.5;A;1
230;1081.5;B;1
230;268.0;C;1
230;3714.0;A;1
230;105.5;B;5
230;2911.0;A;1
230;1217.0;B;1
230;3875.5;B;1
230;3017.5;D;5
230;2610.0;D;2
230;3886.0;E;1
230;3281.0;C;5
230;2970.0;F;1
230;1163.0;E;1
230;3241.5;D;1
230;111.5;A;1
230;261.5;D;3
230;1951.5;B;4
230;1682.5;E;4
230;1824.0;D;1
230;3592.5;E;3
230;3181.0;A;1
230;2474.0;F;1
230;1936.0;D;1
230;2182.5;A;3
230;924.0;F;1
230;2139.5;D;3
230;655.0;D;1
230;3286.0;B;1
230;587.5;C;1
230;1945.0;D;1
230;3219.5;C;1
230;2183.0;E;5
230;2209.0;E;1
230;2831.0;C;1
230;2472.0;A;1
230;490.5;B;1
230;2110.5;A;1
230;2353.0;A;1
230;64.0;A;1
230;94.0;C;1
230;1610.5;E;2
230;1307.0;C;1
230;2987.0;E;1
230;1691.5;F;5
230;1585.5;E;8
230;2657.0;F;1
230;3506.5;A;1
230;496.0;B;1
230;521.5;A;1
230;3116.0;D;1
230;3609.0;F;1
230;2536.0;E;1
230;1952.0;E;1
230;3818.0;F;1
230;1380.0;B;1
230;1584.5;C;3
230;921.0;F;1
230;176.0;D;1
230;3740.0;E;1
230;3962.5;D;1
230;2190.0;B;1
230;3017.5;C;3
230;3522.5;E;1
230;2072.0;A;1
230;2993.0;B;1
230;3515.5;D;1
230;917.0;D;1
230;2189.5;A;7
230;811.5;C;1
230;3892.0;B;1
230;536.0;B;1
230;910.5;E;1
230;1610.5;D;3
230;1587.0;F;1
230;1657.0;D;1
230;1069.0;A;1
230;2183.0;A;3
230;163.0;A;1
230;2551.5;B;1
230;2705.0;B;1
230;2183.5;B;1
230;3956.5;B;1
230;1719.5;D;1
230;3211.0;C;1
230;2937.0;A;1
230;3234.5;E;1
230;2275.0;E;1
230;1819.0;A;1
230;2013.0;A;5
230;2140.5;D;1
230;182.5;A;1
230;2480.0;C;1
230;1745.0;C;1
230;2012.0;D;2
230;1282.5;E;1
230;4163.0;D;1
230;2205.0;A;1
230;1950.5;F;1
230;3563.5;A;1
230;3551.5;F;1
230;3695.5;F;1
230;1651.0;F;1
230;4071.5;C;1
230;930.5;D;1
230;2035.0;C;1
230;3177.0;C;1
230;3458.5;A;1
230;153.0;E;1
230;2654.5;B;1
230;908.5;B;1
230;105.5;A;4
230;414.0;D;1
230;2590.0;C;1
230;1486.5;F;1
230;1634.0;E;1
230;2207.0;F;1
230;636.0;A;1
230;1405.5;D;1
230;1605.5;F;1
230;2138.0;C;1
230;821.5;F;5
230;3800.0;F;2
230;1016.0;B;1
230;46.0;A;1
230;1269.0;E;1
230;3800.0;A;2
230;1907.0;E;1
230;3814.0;B;1
230;668.0;C;1
230;762.0;D;1
230;2553.5;E;1
230;2874.0;D;1
230;3878.0;A;1
230;902.5;A;1
230;698.5;C;1
230;181.5;E;1
230;3772.0;C;6
230;2047.0;D;8
230;2108.0;A;1
230;2874.0;A;1
230;55.5;A;1
230;3772.5;D;1
230;1585.0;E;1
230;1253.5;C;1
230;2352.5;A;2
230;2562.5;A;1
230;1543.5;D;1
230;2541.0;E;1
230;2742.5;D;1
230;2386.0;B;1
230;4026.5;F;2
230;1584.5;F;8
230;2446.0;E;1
230;2141.0;C;3
230;2370.0;D;1
230;54.0;C;1
230;1862.5;B;1
230;4165.5;B;3
230;855.5;A;5
230;3834.0;F;1
230;501.5;D;1
230;1286.5;E;1
230;3057.5;B;1
230;1682.5;C;1
230;242.5;E;3
230;1446.5;B;1
230;1426.5;E;1
230;3347.5;A;1
230;1952.0;D;1
230;957.0;E;1
230;262.0;A;1
230;4048.5;D;1
230;1024.0;A;1
230;2047.0;A;9
230;831.0;A;1
230;690.0;D;1
230;1280.0;A;1
230;2012.5;F;1
230;1576.5;A;1
230;1307.0;D;1
230;3360.0;E;1
230;1055.5;D;1
230;3596.5;C;1
230;916.5;F;1
230;1023.5;E;1
230;253.5;F;2
230;242.5;B;6
230;1611.0;B;1
230;630.5;D;1
230;1682.5;A;6
230;3404.0;F;1
230;1951.5;E;3
230;2544.0;B;1
230;3999.5;E;1
230;2251.0;F;1
230;3036.0;B;1
230;1789.0;B;1
230;1234.0;F;1
230;3592.0;E;2
230;1571.0;F;1
230;2928.5;D;1
230;538.5;D;1
230;2080.0;F;1
230;2818.5;B;1
230;2369.0;D;1
230;1591.5;F;1
230;3616.5;D;1
230;2622.5;A;1
230;2242.0;F;1
230;600.5;C;1
230;478.0;E;1
230;1583.0;F;1
230;3322.5;D;1
230;3827.0;D;1
230;1188.5;F;1
230;3295.0;B;1
230;1678.5;F;1
230;662.0;A;1
230;540.5;E;1
230;3430.5;A;1
230;28.5;F;1
230;3521.5;E;1
230;3181.0;E;1
230;202.5;C;1
230;4256.5;C;1
230;3499.5;A;1
230;2557.5;D;1
230;4135.5;E;1
230;2352.5;D;3
230;365.5;D;1
230;3356.0;E;1
230;1127.0;A;1
230;764.5;E;1
230;2223.0;C;1
230;367.0;C;1
230;1584.5;D;2
230;1950.0;B;1
230;731.5;F;1
230;3515.5;B;1
230;4085.5;D;1
230;1104.5;A;1
230;2453.0;A;1
230;2288.0;A;1
230;951.5;E;1
230;2471.0;A;1
230;2182.5;E;4
230;3413.0;F;1
230;1220.0;C;1
230;1569.0;D;1
230;3743.0;D;3
230;2916.5;A;1
230;3937.0;F;1
230;2772.5;C;1
230;1134.0;A;1
230;415.5;A;1
230;1692.0;A;2
230;1027.0;B;1
230;102.0;B;1
230;1722.0;F;1
230;611.5;D;1
230;1964.5;C;1
230;2945.0;D;1
230;4013.5;B;1
230;2802.0;E;1
230;3981.0;B;1
230;428.5;C;1
230;3583.0;C;1
230;3427.5;A;1
230;3256.0;D;1
230;2184.5;A;1
230;2573.0;B;1
230;2875.0;F;3
230;577.5;C;1
230;2328.5;E;2
230;887.5;F;1
230;3772.0;B;2
230;492.5;E;1
230;3200.5;D;1
230;4035.5;D;1
230;4043.0;D;1
230;4068.0;E;1
230;1995.5;B;1
230;4155.0;C;1
230;855.5;E;4
230;3724.0;C;1
230;644.5;E;1
230;639.5;F;1
230;2610.0;E;1
230;3210.0;A;1
230;2800.0;C;1
230;201.0;A;1
230;1078.0;A;1
230;3620.0;D;1
230;3095.0;F;1
230;1417.5;C;1
230;149.5;F;1
230;2226.0;F;1
230;2347.0;A;1
230;3601.5;F;1
230;2463.5;A;1
230;2123.5;A;1
230;3228.5;A;1
230;3192.5;C;1
230;2908.0;F;1
230;3154.0;C;1
230;1844.5;F;1
230;2318.5;F;1
230;695.0;D;1
230;3395.5;F;1
230;855.5;D;4
230;1538.5;B;1
230;4023.5;A;1
230;1821.0;C;1
230;1585.5;C;2
230;3018.0;C;1
230;3743.0;C;5
230;3915.5;B;1
230;1584.5;A;6
230;1509.5;A;1
230;4149.5;A;1
230;1206.0;B;1
230;1069.0;D;1
230;3247.0;A;1
230;748.0;E;1
230;152.5;E;5
230;957.0;A;1
230;1604.0;D;1
230;1619.0;E;1
230;1322.5;E;1
230;2967.5;E;1
230;4121.5;E;1
230;2876.5;A;1
230;3017.5;F;3
230;1382.5;C;1
230;2189.5;C;2
230;4244.5;B;1
230;4107.5;A;1
230;2017.0;F;1
230;1709.0;D;1
230;2034.0;C;1
230;2210.0;B;1
230;3099.0;B;1
230;1568.5;C;1
230;959.0;A;1
230;1479.0;F;1
230;2057.0;B;1
230;1845.5;E;1
230;69.0;A;1
230;908.5;F;1
230;1584.0;B;3
230;4051.5;A;1
230;724.5;E;1
230;785.5;D;1
230;3867.5;E;1
230;543.0;C;1
230;634.5;A;1
230;2213.0;F;1
230;1210.5;F;1
230;2788.5;F;1
230;3938.5;D;1
230;3021.0;C;1
230;3612.5;C;1
230;545.0;A;1
230;1471.5;D;1
230;4241.5;A;1
230;105.5;E;4
230;3867.0;C;1
230;1681.0;D;1
230;3246.5;D;1
230;3128.0;C;1
230;1054.5;D;1
230;4239.0;D;1
230;2461.0;F;1
230;3103.0;E;6
230;1476.5;E;1
230;1766.0;F;1
230;2318.0;F;1
230;1318.0;F;1
230;1676.0;E;1
230;2944.0;C;1
230;748.0;F;1
230;2771.0;B;1
230;1780.5;C;1
230;2544.0;D;1
230;1645.5;F;1
230;106.0;D;1
230;2189.5;F;4
230;3686.5;F;1
230;239.0;A;1
230;2850.5;F;1
230;1405.5;F;1
230;3408.0;F;1
230;1424.0;A;1
230;103.5;F;1
230;4238.5;E;1
230;3388.0;E;1
230;1790.5;C;1
230;3154.0;D;1
230;2670.5;B;1
230;267.5;B;1
230;2900.0;D;1
230;3483.0;D;1
230;2140.0;D;7
230;1032.5;F;1
230;2171.5;D;1
230;529.5;F;1
230;1669.0;A;1
230;2834.5;F;1
230;1115.5;E;1
230;3563.0;E;1
230;366.5;E;1
230;189.5;C;1
230;2151.0;E;1
230;1177.5;B;1
230;2592.0;B;1
230;3281.0;E;3
230;3646.5;C;1
230;1472.0;B;1
230;3375.5;A;1
230;3261.0;F;1
230;3654.0;E;1
230;232.5;E;1
230;3743.0;E;2
230;3940.0;C;1
230;749.0;D;1
230;4150.0;B;1
230;1659.5;E;1
230;3436.0;C;1
230;1954.0;A;1
230;644.0;B;1
230;2749.0;B;1
230;3586.0;E;1
230;2013.5;B;1
230;785.0;E;3
230;2740.0;F;2
230;3559.5;B;1
230;1414.0;B;1
230;4221.0;F;1
230;1151.0;D;1
230;1761.5;D;1
230;4024.5;D;1
230;2527.5;B;1
230;1610.5;F;2
230;650.0;C;1
230;2663.5;F;1
230;3345.5;F;1
230;2357.5;F;1
230;896.0;E;1
230;613.0;E;1
230;3631.0;D;1
230;22.0;E;1
230;3234.0;A;2
230;466.0;A;1
230;1810.5;B;1
230;1372.5;C;1
230;2511.0;E;1
230;2242.5;A;1
230;1294.5;E;1
230;2064.5;B;1
230;595.5;C;1
230;3609.5;E;1
230;534.5;C;1
230;4102.5;C;1
230;3251.5;C;1
230;3655.5;A;1
230;1016.0;F;1
230;1910.0;A;1
230;2139.0;B;2
230;3103.0;A;2
230;2341.0;D;1
230;3103.0;C;4
230;3774.5;E;1
230;2446.5;A;1
230;3864.5;A;1
230;462.5;B;1
230;252.5;C;1
230;2060.0;C;4
230;1643.0;A;1
230;2973.5;D;1
230;3072.5;C;1
230;1080.0;B;1
230;2874.5;F;1
230;1827.0;C;1
230;3536.5;C;1
230;2352.5;B;3
230;2503.0;B;1
230;1073.5;F;1
230;3294.0;E;1
230;899.5;C;1
230;1410.5;D;1
230;2182.5;F;5
230;776.0;E;1
230;3798.0;C;1
230;2248.0;A;1
230;3710.0;D;1
230;2130.5;C;1
230;2790.0;F;7
230;4035.0;A;1
230;4197.0;F;1
230;1446.5;D;1
230;1581.0;E;1
230;507.5;F;1
230;1309.0;D;1
230;3077.5;D;1
230;1034.0;D;1
230;2619.0;B;1
230;364.0;A;1
230;3501.0;C;1
230;2141.0;D;2
230;2047.5;A;1
230;1161.0;D;1
230;3962.5;E;2
230;1157.5;F;1
230;2169.0;B;1
230;544.0;A;1
230;776.0;B;1
230;4148.0;E;2
230;4104.5;E;1
230;1254.5;E;1
230;1728.0;C;1
230;1015.5;B;1
230;389.5;B;1
230;2911.5;F;1
230;417.0;C;1
230;2093.5;C;1
230;1253.0;A;1
230;204.0;F;1
230;603.0;A;1
230;2486.0;B;1
230;1115.5;F;1
230;3552.0;E;1
230;2621.5;B;2
230;705.0;A;1
230;2292.5;B;1
230;94.5;C;1
230;3743.5;A;1
230;63.5;F;1
230;2157.5;F;1
230;2921.5;C;1
230;1740.5;A;1
230;3398.0;E;1
230;3987.5;A;1
230;240.5;C;1
230;2060.0;E;3
230;1199.5;C;1
230;3737.0;F;1
230;3039.5;F;1
230;4070.5;F;1
230;537.0;A;1
230;3835.5;E;1
230;2159.5;A;1
230;3955.0;A;1
230;1677.5;D;1
230;2189.5;E;2
230;3132.0;E;1
230;956.0;D;2
230;2804.5;C;1
230;1068.5;C;6
230;2060.5;F;2
230;3822.5;B;1
230;3688.5;F;1
230;2610.5;E;2
230;3120.5;C;1
230;2307.5;C;1
230;4241.0;A;1
230;3316.0;F;1
230;92.0;E;1
230;1305.0;D;1
230;2379.0;F;1
230;3249.0;E;1
230;285.5;A;2
230;1318.0;C;1
230;3411.5;A;1
230;2334.5;A;1
230;2108.5;E;3
230;1970.5;A;1
230;2389.5;E;1
230;2014.5;B;1
230;3236.0;E;1
230;200.5;E;1
230;715.0;B;1
230;1538.0;F;1
230;1901.0;A;1
230;1449.0;B;1
230;3289.5;B;1
230;4245.0;F;1
230;1735.5;A;1
230;4081.0;B;1
230;594.0;C;1
230;3490.5;A;1
230;142.5;E;1
230;1032.0;D;1
230;85.0;B;1
230;906.5;B;1
230;2072.5;A;1
230;122.0;B;1
230;2346.0;C;1
230;793.5;B;1
230;1623.0;F;1
230;1572.0;D;1
230;559.0;E;1
230;4066.0;E;1
230;1358.0;F;1
230;3889.0;E;1
230;1416.0;A;1
230;563.0;E;1
230;3341.5;A;1
230;255.0;E;1
230;3441.0;E;1
230;3394.5;E;1
230;734.5;C;1
230;2712.5;F;1
230;2470.5;E;1
230;3275.5;E;1
230;3409.0;D;1
230;2997.5;C;1
230;1176.5;C;1
230;2365.0;B;1
230;552.5;A;1
230;3016.5;F;1
230;762.0;A;1
230;624.5;B;1
230;2587.5;E;1
230;4252.0;C;1
230;1339.0;B;2
230;3063.0;B;1
230;1428.5;E;1
230;2391.0;A;1
230;2931.5;E;1
230;1457.0;F;1
230;2419.0;B;1
230;3361.5;C;1
230;2177.0;E;1
230;4210.0;D;1
230;4089.5;D;1
230;1274.5;C;1
230;3339.0;F;1
230;2554.0;F;1
230;1942.5;B;1
230;3727.0;C;1
230;3446.0;A;1
230;642.0;D;1
230;4042.0;C;1
230;3776.0;C;1
230;3612.0;E;1
230;330.0;A;1
230;2618.5;F;1
230;1054.0;D;1
230;785.0;D;3
230;162.0;E;1
230;2346.0;D;1
230;433.0;D;1
230;1337.5;A;1
230;1511.5;B;1
230;3707.5;C;1
230;1952.5;B;1
230;3422.0;D;1
230;594.5;D;1
230;501.0;B;1
230;2183.0;D;1
230;3911.5;A;1
230;1025.0;D;1
230;1520.0;D;1
230;581.5;D;1
230;3088.0;E;1
230;2675.0;B;1
230;1797.0;C;1
230;2798.5;D;1
230;771.5;A;1
230;2028.0;A;1
230;3772.0;E;2
230;2960.5;D;1
230;981.5;F;1
230;2909.5;F;1
230;1188.0;B;1
230;2328.0;D;3
230;1804.5;A;1
230;2683.5;E;1
230;1398.0;C;1
230;3167.0;D;1
230;1736.0;C;1
230;3115.0;B;1
230;1683.0;E;2
230;548.5;E;1
230;1051.0;D;1
230;1830.5;C;1
230;3772.5;F;1
230;1940.0;B;1
230;2364.5;B;1
230;1392.5;B;1
230;243.0;C;2
230;1585.5;D;2
230;2982.5;B;1
230;2751.0;A;1
230;2548.5;E;1
230;3147.0;D;1
230;4148.0;B;1
230;1584.0;F;2
230;1583.0;B;2
230;784.0;C;1
230;3773.5;A;1
230;1982.0;C;1
230;319.0;A;1
230;4185.0;E;6
230;1528.0;A;1
230;3895.5;F;1
230;1029.5;F;1
230;2384.0;B;1
230;1178.0;F;1
230;2642.5;F;1
230;1718.5;B;1
230;3228.0;B;1
230;975.0;A;1
230;2109.0;D;1
230;2797.5;C;2
230;2971.5;C;1
230;2581.5;B;1
230;2120.0;E;1
230;3402.5;B;1
230;1286.0;C;1
230;3033.5;B;1
230;2965.0;F;1
230;3056.5;F;1
230;1744.5;B;1
230;3743.5;C;1
230;2243.0;B;1
230;2844.0;D;1
230;59.5;A;1
230;2875.5;E;1
230;2191.0;F;1
230;140.5;F;1
230;1767.5;D;1
230;1052.5;A;1
230;3200.0;B;1
230;2552.0;A;1
230;4148.5;A;2
230;1157.5;D;1
230;862.5;C;1
230;1303.5;B;1
230;3278.0;C;1
230;3414.5;C;1
230;3244.5;D;1
230;249.5;A;1
230;1482.5;A;1
230;2590.0;B;1
230;608.0;E;1
230;3986.5;D;1
