idUsuario;timestamp;br;km;tipoAlerta
2617;1711658258;135;1559.7;F
1426;1732828656;135;797.4;C
1444;1729973098;158;2090.7;C
1096;1709745963;262;689.8;B
1650;1725836178;232;514.6;C
1967;1707083204;210;270.8;D
1614;1727938161;101;1312.0;B
1133;1729458895;290;12.8;E
205;1724771380;259;461.5;E
565;1718724150;283;1974.2;D
4737;1727626938;135;346.8;C
2783;1711988442;232;83.3;D
519;1726927037;156;540.6;F
2365;1718691038;230;1148.5;E
3384;1722451558;265;832.6;E
406;1721482931;174;687.9;D
920;1724526240;104;133.3;F
4940;1720404412;259;196.8;F
3721;1713782635;267;959.6;A
2977;1704904330;110;1048.0;B
4463;1734157857;156;540.7;E
3400;1710332488;251;1358.9;E
4663;1709245407;259;303.3;F
4293;1710282256;135;346.6;E
3307;1714273698;101;2498.3;B
2376;1720560573;277;554.4;F
3049;1709874160;120;720.8;B
1160;1735168521;135;797.2;E
2899;1718815756;158;2090.5;A
4639;1731874245;122;862.2;B
4993;1711696678;101;1060.3;B
598;1725527665;277;631.3;D
4924;1733628932;293;250.5;C
1518;1722289179;158;1387.3;B
4986;1711157100;285;371.0;E
1929;1729815033;155;237.6;C
266;1718610536;272;666.8;C
1203;1725929542;230;1834.0;A
3071;1723102376;280;229.7;D
559;1721098014;259;387.0;A
4581;1708047492;290;642.1;D
4413;1722066903;272;627.9;C
3882;1704455442;283;3294.4;C
3122;1714658974;226;1077.3;E
2176;1715454325;230;1885.3;C
1533;1732424394;282;344.9;C
4471;1723571258;122;1420.0;A
4024;1725734847;280;484.2;C
1999;1718929866;101;2915.2;E
562;1711858636;156;542.9;E
3079;1716419175;155;206.1;B
1616;1730457642;155;174.7;E
386;1732458783;154;166.7;D
1072;1710214912;226;927.1;D
2226;1709736233;104;523.0;D
1932;1713476652;174;687.5;F
2259;1706730070;174;1321.0;B
1488;1719403095;163;1590.1;F
2423;1711575585;230;2018.2;E
3096;1721212444;235;1190.0;D
510;1711668725;242;1317.8;C
1231;1723935438;285;462.7;E
4959;1713091295;232;457.4;E
290;1726354263;226;415.4;A
1410;1706392433;101;3486.8;F
218;1708680667;104;361.9;F
1938;1722987434;230;1834.0;C
237;1734898944;277;153.5;D
2989;1728697983;262;2197.9;A
3832;1727037673;210;210.3;D
2417;1713267726;156;547.9;F
4059;1728415818;230;553.4;C
2448;1704597672;226;1733.2;F
3979;1734525190;259;461.9;C
1534;1713217988;210;270.7;D
3440;1706212563;120;564.4;E
910;1710942266;280;540.8;A
4662;1732534421;154;466.5;F
3970;1709763730;222;338.9;D
1133;1724365424;293;339.1;F
3913;1732130920;265;176.8;F
4150;1710532898;272;40.7;A
2345;1726444011;154;448.4;E
2685;1729077836;280;603.4;C
1724;1709643215;210;99.9;C
115;1731858714;267;959.9;E
1769;1707634584;154;377.8;F
4973;1710925133;230;2018.5;D
4102;1712867249;251;1220.9;B
964;1718905484;259;615.7;D
2014;1709113628;110;808.2;E
1405;1710604768;287;433.4;C
4092;1730387601;222;115.6;F
2429;1729748097;174;687.9;C
1723;1704545325;259;387.4;E
4886;1717854427;251;154.9;B
3383;1707339362;283;1692.6;D
3435;1714148809;290;434.8;A
3448;1709700887;163;1590.2;A
3962;1720623009;222;470.9;C
591;1735117658;122;1251.2;C
872;1720125085;290;588.3;F
2289;1731631222;158;1540.9;F
1455;1721069524;293;250.5;C
3101;1728801047;210;210.1;C
4861;1705309806;104;374.6;B
1868;1711721703;287;515.6;E
2787;1719821948;116;704.2;B
769;1713656691;101;2357.9;F
853;1709750957;104;443.1;E
1274;1711774339;158;875.8;D
844;1732383038;285;225.9;F
3415;1708023789;242;747.5;A
3971;1728277644;122;1791.1;C
342;1726150445;155;206.1;E
286;1717272133;101;3172.2;C
4512;1723876882;110;609.2;A
2703;1732541699;156;547.6;E
3258;1707253599;110;526.9;F
1976;1724594828;259;411.6;C
505;1705659332;156;344.4;F
1705;1727570912;265;801.8;A
4327;1726662856;259;488.4;D
1245;1731872681;267;1702.7;F
4703;1729187958;285;3.1;F
2435;1718993611;282;43.8;B
1582;1707955750;277;490.3;A
782;1722614708;101;1875.9;C
1570;1704687883;110;526.5;B
2964;1723459553;287;453.2;D
57;1729425469;155;237.6;B
726;1725421877;251;1489.5;E
4212;1733389736;155;174.8;E
2731;1720813261;287;529.4;E
3285;1717087753;222;623.0;A
2026;1709962018;262;1217.5;C
2957;1713110293;146;489.9;F
1020;1725729050;135;1456.9;C
965;1715794565;101;3361.9;A
10;1707871489;153;2103.5;F
2877;1705619343;230;887.0;D
941;1719015018;155;174.7;F
4807;1708063573;251;165.1;F
2915;1708147904;293;419.9;D
3948;1706798050;135;797.2;E
3135;1710702828;146;131.1;D
4722;1719573753;232;73.5;C
2319;1725093037;104;671.2;A
3949;1713959986;265;113.4;E
2341;1707181718;156;176.2;D
4635;1722785290;153;1684.7;B
4797;1728896000;153;1799.1;E
400;1731284774;122;517.8;A
303;1719358096;267;959.5;E
1228;1707297995;272;69.2;E
3586;1707024284;265;459.7;F
4939;1731036895;267;1628.7;A
792;1716446143;158;2228.3;D
4905;1729203594;101;2915.3;B
2821;1716597297;265;269.3;C
1861;1705864911;280;603.3;C
3068;1731833515;146;498.0;F
438;1728131754;265;176.6;D
169;1726284137;230;3360.7;F
3063;1721169151;235;999.9;D
417;1731022645;135;2605.0;C
123;1733168140;293;20.7;C
3551;1707402603;282;231.6;B
4179;1705664925;259;618.8;C
52;1709760973;104;671.5;F
2848;1725295098;154;21.2;D
4452;1725020130;158;2010.3;B
4456;1733138028;154;256.4;E
2495;1713584406;235;1470.5;A
2011;1705434058;235;1191.0;E
4795;1707773088;135;1800.3;F
898;1735128566;287;109.3;A
291;1723636744;122;1731.2;D
298;1729871560;242;1843.6;E
2376;1712386424;280;264.4;C
916;1713877453;287;52.2;D
3531;1707618999;232;531.2;D
3946;1724218840;267;1702.6;A
4471;1729027349;235;1470.7;E
4394;1716336105;287;269.3;B
1134;1707810110;122;517.6;A
1247;1716119422;158;596.0;B
4159;1719451176;265;909.7;E
3853;1723418022;280;184.7;C
1455;1721084177;265;487.5;D
2690;1707816157;122;1234.5;C
514;1705201648;210;31.5;B
821;1705082687;226;1365.7;D
2597;1729938752;283;1833.9;C
3433;1723702854;153;2104.0;D
1825;1724604714;251;1112.8;D
3720;1733527180;280;368.3;F
362;1731837396;293;339.3;D
1628;1720818861;210;68.7;B
3016;1724272547;259;634.8;E
1138;1732118447;120;559.4;F
1733;1731103437;265;819.7;D
766;1734722403;222;1062.2;A
1353;1716770827;122;866.2;C
3129;1726230562;251;1112.6;C
4669;1735457683;277;177.6;F
4917;1726097086;232;493.5;E
1666;1709147570;272;666.7;C
1318;1726335730;251;50.7;E
885;1708826255;259;423.8;F
270;1731475809;122;1251.4;F
4330;1732950014;282;62.9;D
3196;1704926584;146;387.5;C
2186;1727057446;163;67.4;B
3990;1711113430;110;427.6;E
3463;1725681458;285;534.0;C
1198;1720037956;283;1676.1;B
3019;1726042255;226;1108.3;C
1721;1714414860;265;475.7;F
2408;1727394269;101;2357.5;F
2131;1723278269;283;3184.4;A
1104;1720822830;156;176.1;D
1316;1723259268;283;2851.9;C
309;1716408691;259;293.1;D
3613;1713024153;293;250.2;E
4184;1734765360;101;2498.1;C
2353;1717628893;230;3947.6;B
1854;1706983252;277;631.5;A
3009;1729641983;242;2042.8;B
319;1727147560;122;862.2;B
4362;1732740897;283;1062.3;B
2362;1705187388;265;812.6;F
2245;1733280482;163;2742.4;C
45;1710563563;293;222.1;C
2399;1713562095;154;200.8;C
3256;1715700522;154;404.9;C
1267;1710369052;235;1190.9;C
3901;1732063204;285;479.5;D
3934;1721605401;262;1217.2;A
1231;1722798331;146;489.9;D
3175;1709188124;116;4297.1;E
1857;1724119331;235;999.5;D
3711;1718897179;122;342.9;F
3571;1716353022;226;322.8;D
1047;1730975998;287;269.5;C
759;1722201201;156;280.3;B
687;1710281982;135;977.8;B
195;1723677327;110;1048.4;C
1593;1719628873;293;419.9;A
506;1730297290;290;12.7;B
681;1714356881;290;444.6;F
2537;1728290862;104;462.4;A
4664;1712569675;242;1866.0;F
3438;1718815876;267;669.1;B
2428;1725322529;293;419.6;F
2862;1730502376;154;404.9;D
2317;1723749261;226;1724.6;A
4929;1730892485;110;1048.2;C
3509;1735165299;174;2440.2;E
1176;1726654039;155;52.5;A
1021;1725807604;235;1190.9;F
4610;1733807341;110;1048.1;A
3849;1732617280;251;1127.3;A
343;1726074832;153;2468.0;A
3718;1714163883;235;517.1;D
2395;1733168369;285;289.1;E
4139;1735599103;222;115.8;A
205;1729223225;230;640.3;C
2571;1718545837;135;247.8;F
1301;1734103428;242;1843.9;B
3133;1733483111;277;585.0;B
894;1707703844;154;265.5;F
4734;1732873715;232;114.9;D
4796;1709093937;154;25.9;E
4723;1714005311;259;346.7;B
4476;1732529122;262;689.7;B
635;1726786038;155;339.7;D
1742;1726892309;230;2235.1;A
2796;1707748510;251;1127.3;B
4823;1729942364;259;615.9;C
4346;1717172712;290;78.5;F
1505;1720839447;146;505.8;E
1931;1727458187;265;173.6;E
974;1712924574;280;439.9;A
4231;1715594667;104;671.2;C
4487;1724088418;272;526.8;C
1332;1725613884;135;1979.5;D
2078;1725696506;230;4032.0;B
4191;1715752098;163;1073.2;D
3365;1709777284;122;1293.6;A
2229;1709387271;293;222.5;E
3567;1726641304;272;589.2;A
4071;1708749096;232;83.3;A
4569;1731605790;104;494.0;E
3502;1717854425;135;346.6;C
3873;1733371486;226;1329.5;C
1189;1734004764;116;244.7;B
4360;1733169033;120;145.3;C
2116;1732047485;101;3447.6;D
178;1707858565;287;453.4;B
3499;1707473796;285;485.7;D
3686;1726119322;226;1366.0;D
3858;1709622525;174;3312.3;B
3274;1735371916;154;347.9;A
4082;1717864808;287;422.7;A
4201;1715634704;280;475.9;F
746;1729057171;259;303.1;C
2344;1715617042;287;365.2;B
2570;1710804261;285;255.3;F
40;1705916107;104;133.2;E
1049;1730433398;155;206.4;D
4930;1723730710;174;327.2;A
4892;1725719489;104;308.3;F
4024;1729048938;232;275.8;D
359;1716517914;101;1890.3;A
4694;1713082351;277;667.5;A
720;1733561445;262;232.2;A
658;1733160155;110;923.8;B
3947;1730772116;232;357.5;A
2643;1733983839;230;2235.0;F
2231;1713936052;163;2742.4;B
3722;1717757093;280;618.1;C
3201;1720012405;122;541.1;C
2804;1724987394;290;107.3;B
4173;1705898900;280;543.8;B
3839;1723093224;153;2468.2;C
527;1712360907;230;3756.0;D
2726;1733620008;104;494.3;B
2432;1704135135;230;2496.8;F
3169;1705287712;174;1260.6;B
3487;1735206931;230;29.4;D
138;1711108458;232;457.0;D
450;1729647451;155;154.5;F
3206;1708277815;174;1532.2;D
992;1722493757;101;3486.7;B
3728;1707022218;110;123.2;C
1158;1720565141;226;1766.7;E
3285;1733009329;156;344.3;A
3495;1717849212;293;504.6;B
987;1705130180;265;234.4;E
1707;1718370077;158;2010.2;C
2254;1704670733;280;229.7;E
171;1709828330;122;553.0;E
4994;1714851523;230;3448.4;E
2236;1731509720;232;100.3;A
2021;1713392682;251;1069.6;A
3386;1717103760;287;120.3;A
2652;1718488059;282;249.9;B
1588;1707400969;158;567.2;A
1936;1711730782;156;381.5;B
2051;1707223295;146;215.3;D
1812;1720755632;120;564.4;B
454;1722510365;235;1743.1;F
4722;1713576243;120;776.2;F
626;1716791986;154;373.2;C
280;1713635034;293;171.1;A
1813;1717452562;110;290.6;D
2377;1704630718;174;1498.5;E
3381;1708102397;287;331.2;D
1471;1704179505;104;133.5;E
212;1730650075;116;2531.2;E
2537;1706369244;259;387.0;C
1585;1728152164;283;1455.2;A
4087;1706652793;282;43.7;A
3145;1713425967;230;625.2;B
2820;1713973281;116;4326.2;F
2099;1704290982;163;2051.3;E
278;1715329500;163;2742.3;B
68;1715216216;282;506.6;C
2274;1718135420;251;995.3;C
3316;1726245106;155;192.4;F
4712;1722614058;226;49.5;E
1143;1730920416;163;2097.0;F
2139;1728025269;290;436.7;C
2056;1727996332;262;2197.7;E
1015;1713365715;101;2927.8;B
4748;1709989142;259;343.9;B
4001;1723046556;265;299.4;B
1461;1704902964;290;236.5;D
3030;1711685566;174;1509.8;F
2691;1733362630;110;755.9;E
1257;1705817337;230;3367.2;F
3167;1732117942;116;1138.6;F
492;1719016620;277;511.3;F
3116;1727823565;153;1694.1;A
1984;1733799351;285;289.0;F
2791;1720765566;285;289.1;C
4995;1711308990;120;564.2;A
625;1727433456;282;231.9;F
1364;1716159625;120;564.2;F
3877;1716359350;104;374.8;A
3905;1719594691;226;963.8;B
975;1723271157;280;383.9;F
2253;1709172730;110;557.7;A
2412;1734256073;272;91.5;A
3884;1706703594;146;50.7;A
2001;1727158228;293;381.6;F
3704;1717363011;226;112.6;F
3521;1718842503;101;1968.6;C
2081;1705841993;146;385.8;A
3587;1728557314;277;686.3;D
1764;1725160098;283;2516.6;E
4950;1724211133;277;415.1;D
4758;1714789903;101;1312.3;D
1757;1723067073;146;489.5;E
4725;1713665359;110;353.5;A
3709;1710748135;116;4297.3;E
3074;1705201561;110;290.7;A
2087;1725323370;282;44.8;C
4684;1725206061;154;344.8;D
4009;1705829914;267;1816.9;F
1185;1705478556;267;53.2;F
4689;1704263725;282;44.7;E
3316;1721571970;122;139.5;B
4561;1708763584;104;36.7;B
137;1727719348;235;1041.5;C
2720;1705209386;122;638.7;C
1417;1719580682;155;327.9;E
790;1735164500;101;2357.6;D
4456;1734794523;153;2468.3;C
917;1727349041;222;338.7;F
3635;1729354885;280;618.1;D
3114;1720656296;116;1138.9;E
2135;1717535170;232;114.6;A
21;1726792247;210;32.1;B
3120;1711094781;277;575.7;C
4625;1735028434;287;249.5;E
3477;1726061239;251;127.6;D
3621;1720868728;174;2447.6;F
3425;1709945158;272;627.7;E
2614;1730424401;155;52.7;A
2357;1719101408;283;3294.1;C
1882;1723668511;282;62.8;C
1541;1713395458;282;645.4;F
3768;1712053722;104;36.9;F
299;1710448131;104;133.0;D
1008;1716456995;287;249.6;B
661;1711849007;283;1948.5;D
2167;1725719340;120;164.4;D
4329;1727596616;242;1768.5;A
4561;1704440353;110;557.9;D
2640;1716899065;262;886.8;D
4715;1734790209;174;687.7;B
1762;1729796346;251;559.0;C
4354;1707813950;259;550.8;B
799;1717442562;174;1175.6;B
58;1713690757;120;322.9;A
2383;1725857610;235;1743.1;C
4754;1712366455;235;867.0;A
2491;1711806762;262;2106.4;C
1829;1727972707;242;747.8;D
3158;1723092877;154;138.0;D
1436;1707037642;235;1259.3;E
4316;1704725135;290;655.6;F
3791;1708038916;287;365.2;E
3825;1724689272;242;1838.0;F
3524;1731310002;235;321.1;F
170;1713283372;154;155.5;F
1885;1722064730;242;579.4;F
2635;1726574995;282;231.7;D
3459;1728786600;158;2768.5;A
3928;1717328166;272;847.3;E
278;1718467498;290;124.5;A
2529;1721362763;146;600.4;F
781;1728023028;230;2496.5;F
3923;1704556901;158;1387.5;A
4547;1712468717;116;4081.8;B
3321;1717349379;101;1301.6;B
1226;1719545419;222;125.0;E
2250;1716926768;156;381.9;E
3069;1708821493;262;501.1;A
722;1726101448;122;984.5;E
1984;1718934941;158;1818.6;B
1076;1730861687;120;294.7;D
276;1716738074;163;950.5;B
3377;1726771485;280;458.3;D
3891;1714115763;235;1471.0;C
311;1732995820;272;670.9;D
4414;1705214335;280;349.3;F
2170;1725035509;116;2840.4;F
473;1730623510;265;900.7;A
1530;1707052459;122;937.4;A
1759;1718673719;104;358.0;F
4186;1722732588;280;420.5;E
4899;1729752541;259;615.8;A
1366;1712155328;156;105.5;A
2923;1727765242;282;645.4;E
1124;1731619233;120;343.6;B
4254;1734647421;232;114.8;B
4639;1720721608;122;1234.5;C
706;1730731990;293;141.6;F
4164;1712852463;116;544.2;F
2449;1710282134;262;565.5;B
2107;1706216207;122;1293.5;B
53;1712677014;287;266.7;E
4402;1722812500;153;1799.3;F
1769;1720287452;262;728.6;F
579;1721148407;210;261.7;C
1562;1705812746;285;225.6;A
2944;1714052692;110;354.3;B
4466;1709312307;110;924.0;E
3072;1725568815;122;897.1;F
3289;1709689532;104;484.4;E
1407;1728022245;101;3730.3;F
4971;1731731988;104;36.6;D
2274;1732554841;110;923.8;F
3394;1712952552;283;1026.0;F
3537;1713286037;116;704.2;E
1962;1709017664;226;229.1;D
2592;1708435170;290;434.6;F
1481;1734285529;290;359.8;D
276;1728872226;153;117.2;D
503;1709610317;210;301.8;B
654;1716848354;135;1456.6;D
2347;1719609617;265;99.0;C
4206;1720462183;155;155.0;F
248;1719317787;120;476.2;A
407;1732870408;287;139.6;C
1115;1719937290;259;414.5;B
3639;1735656555;280;369.2;B
1844;1722637910;232;132.6;E
16;1723983243;242;1431.8;E
1961;1719319725;285;78.5;A
2347;1730872069;235;1001.2;B
2038;1716631344;235;1470.6;C
3842;1721183408;235;340.8;D
2299;1717429616;277;497.1;A
4431;1705833002;293;250.2;A
2495;1718124761;290;80.0;F
191;1727142457;104;443.1;C
2561;1711156119;174;1336.6;B
3515;1735559290;251;50.9;C
2507;1714707168;230;2937.2;A
839;1706485173;153;794.8;E
4083;1721416834;235;1190.6;F
3256;1731614608;116;1754.5;F
2139;1711573503;251;1231.3;C
647;1713988076;280;298.1;F
4413;1733542397;135;346.9;C
3461;1729336405;265;350.6;F
769;1704488091;158;3468.1;E
4154;1722904210;242;1844.0;B
4521;1709989795;242;579.2;F
4281;1711024465;290;655.7;C
3591;1711534953;282;249.7;B
1;1732812087;230;1865.7;C
1340;1730205241;267;116.9;F
2828;1710995008;174;1740.4;F
2223;1730763277;232;98.8;A
