idUsuario;timestamp;br;km;tipoAlerta
2142;1725826103;290;31.7;E
4261;1717362705;153;520.5;D
2093;1722388953;267;1235.2;C
755;1711316792;104;608.1;E
3536;1731312725;285;369.3;E
1035;1729838990;287;352.4;A
708;1714164726;226;1799.7;C
3388;1717162484;242;981.5;A
2757;1726619087;110;1.4;A
3749;1715766136;251;966.8;B
43;1730155556;265;186.6;D
3935;1723929933;210;404.6;A
2386;1729274930;135;2419.6;C
1313;1705465645;122;226.3;A
4830;1719455179;116;1350.2;E
2240;1726021335;210;291.4;D
2087;1711979959;235;1619.3;E
4402;1705865385;267;193.4;C
4701;1709570846;226;1799.7;E
1341;1720374213;174;756.1;B
466;1733381560;267;193.4;A
3437;1721783868;283;2517.6;F
2525;1731489462;154;241.9;F
1205;1706941249;232;523.7;D
2993;1724575591;235;871.0;D
4830;1717202994;153;521.0;F
3024;1716241448;282;206.4;B
1367;1728083419;267;901.0;B
1851;1706233888;163;2376.9;B
351;1714971050;235;871.1;D
1923;1734867711;235;1352.8;E
4544;1718398048;122;1282.0;F
2700;1716462597;153;2183.9;B
3345;1722560242;210;404.5;A
1170;1723422868;285;411.9;B
4571;1732418447;120;338.6;E
3989;1729903649;104;493.7;D
438;1709348470;259;103.6;B
4460;1730116795;242;313.8;C
374;1721846811;146;114.0;E
2425;1724741237;158;3844.4;F
2801;1707553063;280;573.8;C
3423;1721538289;116;1350.3;B
2731;1719234188;285;335.3;A
1077;1714624065;122;1772.0;A
4379;1721368222;122;220.9;C
3313;1718434984;230;2108.5;D
1327;1714666780;259;392.1;D
641;1720055580;155;146.2;A
2224;1724041331;290;356.0;B
583;1729406676;116;2546.3;E
1442;1719047804;232;523.6;A
2676;1727015174;290;303.7;E
4228;1721340346;156;5.1;C
2630;1725751642;156;15.5;A
1386;1721543633;120;338.7;B
957;1707577285;135;2419.7;F
1178;1710140132;265;186.7;F
2700;1710167391;230;2060.0;B
4826;1726505210;122;220.6;D
4572;1721699584;259;103.8;A
3790;1709666216;158;3844.3;E
4963;1721125103;226;1490.0;E
913;1724192271;156;705.0;B
3274;1708442195;285;0.4;D
4517;1704576061;104;608.0;F
4359;1732948097;116;1110.6;E
1568;1708328171;290;70.8;E
3373;1716558710;146;443.0;E
1889;1720858051;210;291.5;C
4391;1724133262;120;157.6;C
2563;1708497583;280;573.9;F
2361;1734155493;282;206.1;B
748;1705185401;283;2011.1;E
703;1716152751;146;114.3;F
517;1719792889;153;2449.3;D
3939;1710928554;235;68.2;C
585;1725906087;283;1696.4;F
2578;1721934901;290;356.2;E
105;1735681359;155;155.3;F
3726;1723290457;135;2419.8;C
2290;1725242480;146;114.4;C
994;1712518345;280;573.8;E
4869;1722814918;265;834.4;C
2942;1734662013;242;981.9;B
1768;1719691806;290;598.2;A
1210;1726907546;235;974.9;A
3029;1726987134;135;697.6;E
1742;1721918894;251;1128.3;D
3546;1728833198;287;483.7;B
2267;1707004099;230;2610.2;B
4229;1706507279;262;939.7;D
65;1708619025;277;487.3;B
4922;1714117080;104;269.2;D
2101;1717225678;158;122.6;A
4340;1726332302;235;466.9;A
241;1728688376;156;785.4;D
3883;1722376184;230;2060.3;A
3033;1707783447;262;1018.7;F
4208;1711282092;153;414.9;C
3329;1732812652;163;1630.1;E
4812;1728024662;101;4414.6;F
1604;1708464453;158;2136.6;A
3205;1720245304;226;1047.6;F
489;1710501272;265;387.7;E
6;1727618827;287;486.3;E
4261;1724304641;251;542.2;D
2368;1719214806;251;637.6;E
3325;1718854861;122;862.0;C
370;1733949814;283;1226.2;A
4673;1705477828;242;1022.7;F
4254;1733550158;242;563.4;A
842;1725008975;101;4414.8;A
3471;1720220831;251;637.7;F
4891;1718496707;155;155.0;D
3151;1713313484;158;122.5;A
64;1724795530;156;703.4;F
3582;1714136034;265;247.3;D
3736;1707055931;280;573.8;E
2881;1726383891;226;658.4;A
1177;1710010720;267;1209.5;B
4209;1716605415;210;311.2;E
4820;1708618691;230;1584.4;C
3666;1720479931;272;88.3;F
311;1724361703;226;1047.9;E
1517;1715851309;242;872.8;F
2980;1705912612;230;2060.1;D
3532;1719793648;265;543.6;B
4922;1708701018;116;182.2;F
4448;1722085524;116;1537.2;A
101;1723686491;235;466.7;D
3484;1729767007;232;524.0;C
1295;1731298559;280;490.1;B
4897;1705131770;235;974.9;A
4132;1716236461;283;2517.6;B
2265;1731762046;277;85.3;D
1795;1731983239;272;88.2;B
3968;1714044476;101;364.2;D
3419;1716243373;210;404.8;D
1135;1707170091;104;493.6;F
714;1707816343;116;1896.3;A
572;1717135635;110;1022.3;D
1040;1717538630;210;311.2;C
2765;1706714847;153;1603.6;E
3409;1730061518;265;770.3;F
4047;1720494310;210;404.8;B
3279;1714213025;282;475.8;F
2067;1731423693;174;2043.6;A
1027;1716634061;120;585.5;B
4860;1723273322;122;220.7;F
2382;1712054471;104;269.4;A
1774;1728140465;232;523.9;E
640;1724077297;262;2020.4;B
2673;1720224514;232;497.7;A
2635;1713370173;110;527.9;F
3229;1719774483;283;109.1;E
4721;1719756436;267;1235.2;C
3984;1704438395;272;4.5;B
3346;1724174571;135;697.9;B
4057;1715032502;155;219.3;B
223;1718613798;280;490.3;D
1839;1710973647;287;60.3;D
3662;1708204877;158;2136.6;D
924;1728532479;135;2419.6;F
1552;1732493641;156;514.6;B
4354;1724615614;122;114.2;B
1267;1730201701;135;1604.9;A
1734;1733217276;282;579.8;A
3563;1717969171;153;2449.1;A
1049;1719609893;280;303.7;A
2634;1726262176;235;1208.2;E
4016;1721064191;122;1149.7;E
163;1710770025;285;335.3;F
3462;1728426909;222;1705.8;E
1573;1723207250;222;1705.7;F
1421;1729935862;235;350.8;D
2469;1731016908;283;2564.6;C
1961;1723215098;251;314.2;E
1748;1706029366;156;707.2;F
1944;1733820992;282;101.9;B
3672;1725019528;122;1781.8;A
3643;1706378455;154;304.7;A
3503;1711357447;116;1537.4;A
179;1733796990;226;388.7;C
2800;1720103710;272;88.5;B
1347;1711381582;265;656.7;E
4478;1726249761;277;85.3;B
2372;1713511421;230;2352.5;E
1153;1721489972;101;3882.3;A
4204;1720306226;155;146.1;A
533;1721376502;146;338.7;B
1671;1713334203;226;388.6;B
2122;1734420605;290;118.3;A
4798;1733517610;226;388.9;C
2275;1707809415;104;608.2;C
1176;1719942086;251;1128.5;A
4693;1723834444;146;555.5;D
303;1728566672;232;384.3;A
1846;1708819281;259;103.8;A
861;1708833998;277;695.9;B
4783;1706319834;262;1306.9;B
137;1725665582;155;155.1;C
2119;1706625074;280;574.0;C
2576;1710349311;153;414.5;A
335;1718089567;277;487.4;F
4402;1724707936;155;146.2;A
2598;1721062163;226;1732.0;D
1515;1734627315;174;2585.4;C
2102;1724713037;156;218.5;D
2561;1716434402;101;2825.4;B
3223;1709571303;116;4506.7;E
1649;1723991902;101;364.1;D
4743;1706522041;259;4.2;F
3662;1719141372;287;352.5;F
2737;1726266932;158;3376.4;A
3838;1717352596;287;260.5;E
1788;1722281773;222;643.5;C
2649;1705179327;242;1461.3;D
1706;1721758569;156;101.8;A
4571;1710126163;156;707.3;A
3780;1713136543;155;284.0;F
4928;1707608650;122;114.0;C
1099;1727420552;158;2053.9;C
1656;1710142329;251;751.8;F
3604;1712058999;230;1068.7;D
3880;1724626239;287;22.0;D
153;1710974110;242;1427.9;B
3357;1723846665;110;527.7;B
1728;1713498957;146;338.8;D
4989;1714918993;259;87.6;C
3434;1731291340;146;148.0;F
3179;1734021333;293;376.7;A
2719;1729366022;116;2546.5;D
885;1707636697;158;123.0;E
329;1706536600;259;424.8;D
2583;1717873177;226;1684.4;B
4641;1728004004;226;494.7;C
2444;1706766272;277;533.5;A
2902;1706225089;265;565.9;C
297;1717623382;232;498.2;C
4405;1730517711;283;3271.9;D
3919;1727343983;110;1022.2;C
2969;1706976566;251;1239.1;F
1321;1732164295;135;697.5;C
4536;1716749794;277;695.8;C
4265;1721186216;282;28.2;B
1516;1715287517;293;172.8;F
1068;1734417243;262;2020.3;E
2433;1711300241;272;4.8;A
3165;1716360416;293;19.0;E
3993;1734471791;154;213.6;C
649;1726064456;293;371.1;A
497;1721153675;262;838.9;A
2156;1714983710;287;22.2;D
4635;1711468987;232;363.1;B
3258;1725077918;116;1896.2;A
3846;1709546866;282;263.9;E
2245;1730692500;280;573.7;D
2744;1711812720;154;12.5;F
3129;1719493093;146;148.0;E
4575;1712941779;154;304.2;D
3163;1719679990;210;11.4;A
3574;1721371877;155;290.6;D
132;1722173268;267;1057.0;A
4819;1719303626;154;44.9;A
4949;1731277087;251;542.0;B
3372;1722832868;222;1610.5;C
4057;1728677003;235;871.1;B
3499;1726718893;120;338.9;E
4046;1726957190;135;1608.9;B
219;1726203808;277;287.9;D
138;1709035987;153;3036.0;D
955;1722415370;283;2011.0;D
155;1733222962;259;87.6;E
3733;1731807420;262;1984.3;C
3699;1708513302;104;608.5;A
4905;1726850360;285;369.3;F
1863;1720889032;158;2053.9;E
2202;1723581229;174;2743.9;C
3592;1712539509;154;175.8;C
4173;1710205861;235;1619.5;C
387;1704153300;110;507.8;C
2711;1711424639;235;394.2;F
3960;1720318834;283;2011.2;F
4143;1720361093;265;889.1;F
3327;1728301548;226;388.8;A
2558;1721445031;120;585.8;D
4687;1723711795;259;424.7;B
3151;1729160087;277;576.4;E
537;1727394908;122;1424.4;D
113;1725613451;290;356.2;D
4627;1708991099;290;70.6;C
224;1724303867;122;1491.4;C
3560;1713595741;156;707.0;B
3846;1717651231;283;2743.8;A
4002;1729353534;272;155.1;C
4474;1724801389;262;313.5;E
4379;1727663432;280;458.2;D
4518;1719844893;158;310.2;C
4808;1709348351;230;2610.3;C
2588;1721728896;226;44.2;E
1711;1730705899;262;2138.9;A
691;1726203840;155;184.7;E
209;1706922430;122;862.4;A
2321;1719373054;222;843.2;F
2726;1734198091;280;475.5;D
421;1730947272;156;735.2;F
2843;1711529670;122;1766.3;F
2622;1706252512;235;871.1;B
2252;1711943511;135;2228.1;A
975;1710633524;280;546.4;E
1056;1709740606;135;1608.5;B
4734;1715664496;110;543.9;B
4063;1723536930;110;1.4;B
2042;1711315803;101;3882.3;F
1301;1704720495;104;634.7;B
1796;1718488979;283;3271.9;E
251;1713426892;230;1068.6;A
2623;1714843721;158;3844.4;D
135;1734079877;153;2270.0;A
1231;1706608138;153;1605.6;F
967;1733286097;226;1047.6;E
1482;1711578022;120;313.5;D
1728;1714406684;146;114.0;C
3021;1705959878;210;177.7;A
2205;1725292488;116;891.5;A
4214;1707729631;282;28.1;F
4406;1711058860;122;288.1;A
3711;1709154351;153;2228.2;B
1691;1720605483;110;507.7;F
2283;1723120449;210;353.0;C
3551;1732110874;163;1131.7;D
1567;1735324989;285;335.0;E
1823;1732228416;153;3036.0;E
1879;1725123330;293;19.0;A
2474;1735630736;153;867.4;B
3826;1726673294;259;87.8;B
2802;1726436255;232;118.7;D
605;1712746628;222;1610.8;B
1524;1719577756;104;608.1;F
1348;1714328019;232;70.2;C
2161;1726545447;265;265.6;D
4250;1718798802;158;3844.1;D
4272;1727772468;293;261.6;A
1496;1723001543;158;3376.5;E
3763;1723409261;287;122.5;A
1118;1732179924;242;1022.9;C
1382;1730104058;101;364.4;B
3178;1710912948;155;155.3;F
1183;1717047489;163;2893.5;F
2200;1720062450;174;2815.2;F
784;1718828650;277;187.2;B
2957;1707757220;232;93.8;B
4659;1722607789;251;1079.7;D
17;1729632687;251;113.7;F
1482;1718923436;156;598.4;C
1551;1734400474;293;19.4;B
4360;1733497293;101;3882.0;B
2175;1721233923;226;763.0;C
3294;1734244433;135;1608.8;B
4754;1705694235;101;4386.2;E
3962;1706393716;101;3331.2;D
330;1730084526;232;144.8;C
939;1704096165;210;36.0;A
4106;1719831383;283;1210.7;F
4840;1720787195;226;1684.2;B
1876;1728560325;293;262.0;A
544;1728871243;163;355.7;F
815;1721126418;287;17.2;A
3794;1716784929;235;527.1;B
3974;1733501376;122;1682.7;C
238;1705442209;262;2139.0;A
2848;1724960098;293;371.1;B
3859;1715612034;235;68.1;F
2440;1706812549;293;475.3;F
350;1708135176;265;387.6;B
4392;1704962857;110;761.8;B
3035;1723507128;210;0.5;C
1213;1730625762;210;177.6;D
2321;1710086929;265;725.0;F
3234;1733478527;153;2111.4;A
490;1704299474;235;974.8;C
2991;1706426708;290;684.4;C
4424;1716137951;267;489.4;D
701;1725123951;230;3281.2;A
3437;1712477636;146;114.2;F
3874;1716761168;290;303.7;C
48;1719362727;262;436.8;E
3456;1708874195;259;400.6;E
1790;1721782830;174;469.5;B
1293;1719726004;158;2051.6;A
3136;1711878193;154;28.4;C
1847;1725345604;146;318.6;C
1632;1716466808;290;2.5;E
2517;1723028427;116;1818.1;C
1798;1735589161;210;217.7;F
4184;1720871505;262;1018.8;E
2265;1729350544;155;155.3;B
2107;1726312371;210;11.1;E
2695;1716061897;280;475.8;E
3636;1728526149;282;101.5;F
3317;1734335559;122;1766.4;A
4379;1730334976;262;1984.3;C
364;1714157743;226;522.5;B
2167;1727082624;156;50.8;E
997;1732960289;242;872.5;B
830;1705752677;110;761.7;D
200;1723694998;222;1610.7;E
2217;1705440319;104;230.5;B
4157;1717366854;226;1732.4;B
423;1706967929;259;433.7;C
3748;1724222817;242;1909.5;E
651;1735587048;230;1682.7;B
3554;1724948179;122;1107.7;D
1628;1710249079;135;2228.1;C
2773;1735184014;272;88.2;F
4559;1727721298;154;272.5;A
2695;1720918656;101;2825.0;C
1460;1725540914;110;388.0;B
2336;1730213366;154;28.2;D
1032;1724268143;283;1210.5;A
2580;1707024003;122;1107.9;A
3449;1714656456;251;919.0;D
4904;1726931990;230;2182.5;B
4713;1721701784;154;129.9;A
3265;1734794169;210;36.4;A
73;1721087524;154;237.9;B
4929;1731907154;280;573.7;A
185;1723680019;232;386.9;B
4455;1707084297;104;54.6;A
2838;1709324511;155;146.2;E
2729;1717194079;120;407.7;E
46;1728009620;287;490.7;C
4133;1721874138;290;118.3;D
342;1705643661;110;816.9;B
4848;1714251069;293;172.8;C
4980;1708087591;251;1053.3;D
3639;1709990172;120;313.8;A
1175;1728256806;242;55.1;C
1454;1731009523;210;242.8;F
4035;1723890709;222;1357.7;A
2031;1723200891;135;1604.8;F
4893;1720052052;104;608.4;C
2680;1725769882;226;763.2;D
3781;1719927523;283;3271.5;E
3050;1718460362;293;442.8;A
2737;1723756322;163;3002.0;A
1485;1720076652;174;2815.1;A
4988;1704905561;235;871.0;F
4435;1713530850;120;871.4;B
1477;1714831661;259;100.8;C
1826;1704526873;293;70.4;B
1439;1710040245;283;1210.8;E
464;1720565748;265;681.7;A
1928;1720208906;120;407.7;F
677;1714163044;158;3208.3;C
2654;1723074831;259;101.0;D
1379;1710134613;280;321.5;E
64;1722504524;155;184.8;B
2772;1715211184;277;314.1;B
3847;1717664531;116;1896.4;E
1357;1716236517;251;1305.2;A
187;1727109637;135;357.8;D
344;1718632223;155;155.0;F
4708;1718557571;155;172.2;F
3959;1716765009;122;862.3;F
1009;1706170540;156;707.4;C
1410;1706808215;230;624.3;F
1348;1706440970;283;3271.9;A
873;1732271037;267;294.2;F
194;1728017236;146;286.1;E
1759;1716546612;242;313.6;C
1943;1726874588;154;304.5;D
384;1712185342;226;1202.1;C
1342;1729117629;116;891.6;D
2127;1709653330;230;3743.4;B
1436;1718534637;290;588.8;A
4830;1719719674;287;37.8;A
3486;1714303674;287;486.3;F
511;1716966914;280;475.7;F
3266;1713203514;101;4414.7;F
1289;1731910332;135;687.2;E
4266;1732829710;277;100.3;D
1586;1717938523;251;197.0;D
3489;1710351946;156;232.3;D
1734;1719140375;163;1821.6;C
4207;1723357390;101;4415.0;A
2687;1727477309;116;413.2;E
2717;1711934931;251;1128.3;E
4694;1728315952;265;674.3;E
1940;1715725149;116;2295.4;A
2739;1710482852;280;294.2;E
1938;1717055698;283;168.6;F
3457;1733834529;122;544.5;F
912;1711983911;120;251.8;A
2266;1704601717;272;5.0;C
988;1715306000;285;180.7;F
3260;1732411672;163;493.8;D
815;1722652116;287;261.0;C
3577;1717941920;210;36.3;F
4231;1729588512;135;2228.2;E
3834;1706462189;122;122.4;C
1593;1735218756;267;233.6;B
381;1719105305;104;303.3;A
4238;1711124745;232;335.0;B
4573;1732517206;222;1357.7;D
1019;1723095224;155;155.4;A
3035;1712917383;277;348.4;D
2850;1705211994;116;2546.1;E
1664;1719102622;265;265.9;F
3815;1716120145;101;2068.1;F
4827;1712552581;174;2805.3;C
569;1712848453;174;196.1;F
3735;1733516193;283;2564.6;B
2771;1734657408;122;1259.6;E
2032;1711361259;267;294.0;F
2460;1735316938;210;242.6;C
535;1704277253;290;637.1;C
873;1717623953;235;1567.9;E
758;1734875993;154;466.9;B
85;1707432497;104;493.6;F
2731;1732761293;153;3036.1;F
3095;1735280858;155;23.1;E
3230;1718444028;235;618.2;E
3225;1707904570;222;643.9;C
902;1725943109;122;1791.9;C
1961;1715592456;135;2419.6;F
2690;1704440277;135;687.5;A
3214;1707035387;156;101.6;A
1172;1724878991;235;1105.4;A
2809;1728225740;222;837.2;E
1630;1734712741;101;364.1;D
3547;1735342192;122;226.1;C
2472;1718090822;283;2011.1;A
4066;1710971253;135;1015.5;B
4689;1724742062;135;1487.3;A
2715;1704637958;226;658.0;C
4641;1726093519;153;994.9;D
1515;1710964640;251;314.1;B
1362;1710891861;226;494.6;E
4090;1724414154;122;1670.9;A
2710;1730915348;104;66.1;A
4320;1723268004;154;155.2;D
2684;1721342022;272;192.1;A
348;1705812547;232;497.6;C
112;1711894038;210;158.9;C
3681;1712304207;120;313.9;D
199;1705090801;155;143.1;E
3594;1717415122;154;2.0;F
60;1735650729;116;1537.1;A
3324;1733907493;174;1571.2;A
1221;1724199604;104;634.8;F
3714;1726117143;285;608.0;D
52;1729296831;277;149.5;C
3687;1709756686;287;22.5;E
1589;1707069314;210;287.3;B
2864;1712219782;262;502.8;A
998;1725279358;267;1144.6;D
3725;1704376530;287;434.9;C
979;1725631267;242;573.3;C
3696;1704510435;267;1223.7;C
4713;1720127359;158;22.0;B
1424;1707209798;287;483.5;C
2636;1734208382;235;863.6;D
1338;1726247189;280;123.6;E
4997;1723215970;101;2444.6;F
2848;1722104942;280;504.8;E
215;1720246277;290;70.5;E
4562;1708151346;155;230.5;E
2798;1727993967;163;651.2;A
2847;1727990269;104;526.0;D
4620;1726428621;155;285.5;D
783;1705152017;110;1036.1;F
4057;1711749273;158;2154.2;B
4546;1708194494;232;384.3;E
1654;1718255727;293;338.6;D
4588;1716131210;235;1026.8;E
3941;1731388333;283;2011.1;B
2872;1732206504;265;393.9;F
3796;1725321573;122;21.1;D
4371;1726555037;163;1821.6;F
4123;1719340942;226;1732.0;E
4010;1733968375;283;1784.8;B
2721;1725173507;158;2051.7;C
1233;1706283543;222;1721.4;D
3297;1733897901;290;118.1;D
173;1717163877;156;50.7;F
1134;1728867184;110;579.3;D
2502;1735674126;265;387.6;C
4822;1734874087;146;471.5;B
1705;1716430118;277;345.6;F
1081;1721697287;287;434.9;B
1434;1734104123;210;158.8;F
3599;1716814593;290;73.9;E
1451;1731728343;267;1223.5;D
4900;1719798430;135;697.8;B
4029;1719918179;235;1760.1;F
2054;1722206162;242;983.0;D
4249;1705234691;242;1924.7;F
1846;1713131809;232;506.8;E
1940;1728700946;282;13.1;B
4106;1734603312;283;168.5;E
446;1708540304;232;386.6;B
2187;1717142519;101;3882.5;F
2652;1722154795;242;1461.4;D
1740;1722903672;120;586.0;C
1863;1721319114;222;837.4;A
3135;1719939026;110;388.3;E
5000;1722372139;283;1226.4;B
1700;1728597023;242;268.7;D
1474;1726086102;251;919.3;E
949;1731243741;222;843.3;E
3126;1706327677;282;206.4;E
2549;1732943921;242;573.5;E
3880;1708879105;290;637.3;B
520;1734302854;146;666.9;D
158;1710773814;290;230.5;A
582;1709100995;120;251.8;B
4487;1721070352;287;72.5;C
3277;1712499541;101;4386.5;E
4859;1719100606;104;66.1;A
2751;1727617664;283;953.8;D
4013;1712889525;226;1202.0;D
50;1729372877;174;525.9;F
310;1714614535;110;1022.4;E
2408;1719045174;226;388.9;E
4801;1712666133;259;103.8;B
553;1735616348;262;999.5;A
2016;1721060464;155;219.1;A
3587;1732347621;235;269.2;D
4571;1704481122;174;1491.9;C
3911;1734901006;158;2053.8;C
4783;1711444964;122;21.2;C
4768;1712440363;251;1022.8;B
4353;1705479172;156;470.4;F
1226;1728302092;122;97.1;C
4686;1734630231;230;785.0;B
31;1731798067;242;354.3;F
2086;1735397696;242;573.2;D
948;1707172189;267;1235.1;E
3932;1728168866;262;323.1;C
3135;1712759316;116;1350.2;C
4071;1722557780;210;242.9;B
4226;1726339945;110;527.7;E
4200;1727101595;242;607.6;F
1979;1734220745;110;861.4;C
4112;1727570096;251;1221.2;D
3438;1708583069;265;200.8;D
773;1708655093;267;294.4;B
3594;1704957325;116;1110.8;E
366;1707404203;155;285.5;E
2412;1706694363;163;2893.8;A
368;1712891276;174;1847.3;F
1964;1707626361;154;129.7;B
3788;1709225975;265;889.3;D
874;1735323496;283;2156.0;F
3532;1721254154;285;608.4;F
4058;1707800923;153;2270.2;F
4548;1724981259;285;84.0;A
1282;1713795064;272;756.3;C
2347;1704836021;277;533.8;B
998;1711384443;104;269.3;B
3838;1722683276;290;303.7;E
3757;1717727861;290;677.7;D
4881;1708161505;265;32.8;F
2800;1720920355;230;1682.9;F
4120;1730198013;251;179.4;C
4708;1706956400;259;87.7;B
1601;1722572515;101;1955.6;D
3379;1712735108;280;120.0;D
1303;1723197303;154;241.9;D
1440;1734999110;262;1984.4;A
1173;1707564536;155;96.8;B
3475;1705172891;155;234.8;E
413;1721644242;232;277.2;D
4948;1711590088;251;797.2;D
2154;1721343338;293;340.4;A
1708;1726065807;120;407.6;E
3819;1708736977;158;1482.3;D
2770;1705393223;290;2.9;D
4411;1724733212;174;756.5;E
4671;1705221646;153;2721.0;B
4337;1713891059;155;126.8;C
2385;1713896888;267;1145.0;B
4276;1713197848;163;3002.4;C
2636;1709551582;110;64.1;A
3490;1734427374;259;424.7;B
3160;1723326966;283;109.1;F
4887;1734435095;154;226.3;B
1458;1715477672;174;706.5;E
3812;1725309026;174;481.3;B
3677;1715156476;210;36.2;E
2119;1733307944;222;697.9;C
3109;1725644433;235;1109.5;F
1175;1717882918;163;493.5;A
1409;1721526576;272;327.5;B
4242;1716988764;155;203.4;D
4554;1712823759;116;3415.8;E
1317;1732217840;280;504.8;C
4969;1728798669;272;327.7;B
2541;1708344048;163;615.7;C
3214;1735121474;158;1482.1;A
2329;1724465730;282;579.5;B
2416;1732792318;120;585.9;B
4393;1728303188;287;22.3;E
3105;1709070170;290;684.1;D
4396;1712685572;222;763.8;F
4718;1715975497;120;251.5;D
167;1716315667;285;0.0;D
4431;1725165793;122;1366.4;E
122;1728187504;262;2020.2;F
1757;1715777331;235;1352.5;E
4551;1724454021;287;33.5;C
2589;1730252891;226;388.7;C
1607;1712524241;122;89.5;C
2569;1724035344;158;3506.0;C
1035;1721080017;146;443.5;F
1674;1733710557;135;348.0;A
4761;1710881855;251;542.2;E
2601;1715819450;156;707.4;C
916;1717749618;163;1630.2;A
3006;1730333225;101;2757.5;F
670;1706660063;122;97.3;E
1478;1722119412;282;475.6;E
4262;1733445249;230;821.6;D
295;1728896688;122;122.4;F
3737;1720968566;222;1397.7;D
2851;1724168628;242;938.0;C
1919;1712441494;146;286.2;D
3836;1728873394;230;2183.1;C
4348;1718091962;155;284.4;A
1003;1718106931;158;22.3;B
2616;1723709993;156;263.8;C
2908;1712771416;285;524.4;B
2728;1712055141;235;1105.0;E
2979;1706928479;210;63.8;D
620;1728056508;210;353.1;A
2351;1725753001;230;4026.0;E
3416;1727377766;272;223.3;F
2769;1708913830;174;2015.8;C
2905;1731368677;242;1512.7;B
4046;1733200024;226;388.6;D
3932;1731125046;146;287.9;B
4539;1728494769;154;389.5;A
2078;1707179986;235;420.4;D
4959;1706958032;156;598.2;D
4298;1734199250;235;566.3;C
4414;1706542610;277;602.9;C
3226;1718201518;235;1052.9;A
3680;1720655780;262;1797.3;E
2526;1710628826;163;493.6;B
4993;1729330336;259;337.8;B
517;1704418987;104;299.5;B
4760;1709579485;283;1179.3;F
4431;1705882447;104;363.2;E
1030;1735135615;293;404.6;F
3622;1720745305;155;143.2;A
3741;1715056033;265;695.6;B
4575;1715577723;155;72.3;C
977;1731822693;293;172.8;F
4441;1731524356;251;1239.2;B
1027;1733380790;285;378.8;A
3607;1704712886;230;2013.2;D
4657;1717449838;101;3759.5;C
4843;1715521128;232;247.9;E
2426;1715323280;155;32.0;C
38;1720378246;222;645.2;E
3320;1724762269;101;1955.9;F
4516;1731683925;230;2182.9;B
18;1712750010;155;203.1;A
1909;1705448219;242;316.9;F
4706;1722966356;122;1180.1;E
1726;1707886477;282;337.7;D
2101;1714552829;267;855.8;E
2908;1716810886;116;194.0;E
4573;1724004872;154;243.8;D
2321;1716096657;282;267.6;B
3938;1723078219;267;184.5;F
4757;1707534302;232;245.9;C
618;1721175304;259;4.4;B
612;1719263132;222;843.4;C
1483;1735339014;155;230.7;D
3543;1719854786;155;114.2;C
1479;1734017004;146;66.6;C
3316;1725996830;285;669.6;E
1112;1706605018;163;2720.5;C
3844;1728900146;210;216.5;F
3409;1710077737;210;11.3;F
868;1729255362;153;2901.8;E
2411;1709206185;283;1179.2;A
2305;1731152442;110;1036.2;A
3143;1716872174;293;371.4;C
2667;1734663197;259;195.6;C
2366;1706762189;280;120.5;F
2794;1714938156;153;2111.1;D
2533;1719548171;282;48.1;A
2152;1709464036;158;2960.5;A
83;1732966154;235;1567.1;C
4961;1704597380;226;1074.7;E
3690;1728546472;158;122.6;D
2009;1711138421;226;588.9;B
3592;1727737259;110;1084.0;D
3399;1724864187;210;106.7;C
1252;1734940225;122;1195.5;F
